frame_num,player_1_no_of_shots,player_1_total_shot_speed,player_1_last_shot_speed,player_1_total_player_speed,player_1_last_player_speed,player_2_no_of_shots,player_2_total_shot_speed,player_2_last_shot_speed,player_2_total_player_speed,player_2_last_player_speed,player_1_avg_shot_speed,player_2_avg_shot_speed,player_1_avg_player_speed,player_2_avg_player_speed
36,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
37,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
38,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
39,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
40,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
41,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
42,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
43,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
44,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
45,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
46,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
47,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
48,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
49,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
50,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
51,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
52,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
53,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
54,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
55,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
56,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
57,1.0,33.73611831665039,33.73611831665039,0.0,0.0,0.0,0.0,0.0,1.7198820114135742,1.7198820114135742,33.73611831665039,,0.0,inf
58,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
59,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
60,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
61,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
62,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
63,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
64,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
65,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
66,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
67,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
68,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
69,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
70,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
71,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
72,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
73,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
74,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
75,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
76,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
77,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
78,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
79,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
80,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
81,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
82,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
83,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
84,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
85,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
86,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
87,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
88,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
89,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
90,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
91,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
92,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
93,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
94,1.0,33.73611831665039,33.73611831665039,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,1.7198820114135742,1.7198820114135742,33.73611831665039,55.29220199584961,4.541579246520996,1.7198820114135742
95,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
96,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
97,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
98,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
99,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
100,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
101,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
102,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
103,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
104,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
105,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
106,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
107,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
108,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
109,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
110,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
111,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
112,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
113,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
114,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
115,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
116,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
117,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
118,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
119,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
120,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
121,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
122,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
123,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
124,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
125,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
126,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
127,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
128,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
129,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
130,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
131,2.0,88.45278930664062,54.716670989990234,4.541579246520996,4.541579246520996,1.0,55.29220199584961,55.29220199584961,10.81832504272461,9.098443031311035,44.22639465332031,55.29220199584961,2.270789623260498,10.81832504272461
132,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
133,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
134,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
135,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
136,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
137,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
138,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
139,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
140,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
141,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
142,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
143,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
144,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
145,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
146,2.0,88.45278930664062,54.716670989990234,12.272344589233398,7.730764865875244,2.0,60.65590286254883,5.3637003898620605,10.81832504272461,9.098443031311035,44.22639465332031,30.327951431274414,6.136172294616699,5.409162521362305
